MENS,Black/Caribbean Blue,1988,Caribbean Blue,Outbreak High,NIKE
MENS,White/Black/Green,1988,Black/Green,Air Play,NIKE
MENS,Navy/Silver/Green,1988,Navy,Bristol,ADIDAS
WOMENS,Grey/Rose/Purple/Grey/Purple/Teal,1988,Purple/Teal,Caldera,NIKE
WOMENS,Lilac/Pistachio,1988,Lilac/Pistachio,Capri,NIKE
MENS,White/Dark Royal Blue,1988,Dark Royal Blue,Court Force Low,NIKE
MENS,White/Royal Blue/White/Red/Graphite,1988,Royal Blue/Red/Graphite,Air Walker Max,NIKE
MENS,Black/Charcoal,1988,Black,Air Walker Plus,NIKE
MENS,White/Red,1988,Red,Air Alpha Low,NIKE
WOMENS,White/Aqua/White/Pale Yellow,1988,Aqua/Pale Yellow,GTS Return,NIKE
MENS,Teak/Bone,1988,Teak/Bone,KA/15,NIKE
MENS,Amazon Green/White/Purple Passion,1988,Amazon Green,Air Flow,NIKE
WOMENS,White/Cool Neutral Grey/Aquatime,1988,Aquatime,Air Trainer High,NIKE
MENS,White/Tech Grey/Charcoal/White/Red/Tech Grey,1988,Charcoal/Red,Sky Force Low,NIKE
MENS,White/Tech Grey/White/Dark Royal Blue,1988,Tech Grey/Dark Royal Blue,Air Delta Force High,NIKE
WOMENS,White/Apricot/Soft Pink,1988,Apricot,Kiara II High,NIKE
WOMENS,White/Light Silver/White/Ice Blue,1988,Light Silver/Ice Blue,Fitcourt,NIKE
MENS,Pillowcase/Forest Green,1988,Forest Green,Air Max 1 Leather,NIKE
MENS,White/Red,1988,Red,Air Revolution,NIKE
MENS,Putty/Amber,1988,Putty/Amber,Auckland,NIKE
WOMENS,White/Light Silver/White/Indigo,1988,Light Silver/Indigo,Fitcourt,NIKE
WOMENS,White/Apricot/Soft Pink,1988,Apricot,Kiara II Low,NIKE
MENS,Black/Citron Yellow,1988,Citron Yellow,Javelin '88,NIKE
MENS,White/Red/White/Black,1988,Red/Black,Air Revolution,NIKE
MENS,White/Amazon Green/Clockwork Orange,1988,Amazon Green,Zoom Extra,NIKE
MENS,White/Tech Grey/White/Dark Royal Blue,1988,Tech Grey/Dark Royal Blue,Air Delta Force Low,NIKE
WOMENS,White/Navy Blue/White/Royal Blue,1988,Navy Blue/Royal Blue,Stamina,NIKE
MENS,White/Fire Red/Black/Cement Grey,1988,Fire Red/Black/Cement Grey,Air Jordan III,JORDAN
MENS,Tech Grey/Purple Passion/Aquatime,1988,Aquatime,Air Odyssey,NIKE
MENS,White/Red/White/Dark Tech Grey/Black/Yellow,1988,Red/Black/Yellow,Air Assault High,NIKE
MENS,White/Natural/Royal Blue/White,1988,White/Royal Blue,Greco Supreme,NIKE
WOMENS,White/Royal Blue/White/Green,1988,Royal Blue/Green,Precision D,NIKE
MENS,Charcoal/White/Light Silver/Navy Blue,1988,Charcoal/Navy Blue,Rio II,NIKE
WOMENS,White,1988,White,Healthwalker Plus,NIKE
WOMENS,White/Greenstone/White/Rosestone,1988,Greenstone/Rosestone,Court Lite Leather,NIKE
MENS,White/Tech Grey/Red/Navy Blue,1988,Red/Navy Blue,Air Assault High,NIKE
MENS,White/Natural/White/Red,1988,Natural/Red,Court Force Low,NIKE
MENS,White/Natural/Charcoal/White/Red,1988,Natural/Red,Rival Plus,NIKE
WOMENS,Ash Grey/Smoke Blue,1988,Smoke Blue,Cairn,NIKE
WOMENS,White/Black/White/Navy Blue,1988,Black/Navy Blue,Precision D,NIKE
