  julian_date mpsi  mwsi
j12217.350  2.7451150  0.9057325
j12219.375  3.1744142  0.9489591
j12220.394  3.1064856  0.8578411
j12221.401  3.3040001  0.9122431
j12223.383  3.3868213  1.2528176
j12227.266  3.0532651  0.8966150
j12228.377  3.2187152  0.6205060
j12229.383  3.2560470  0.5548350
j12230.363  3.1532300  0.4280800
j12232.404  3.0580642  0.4721600
j12233.360  3.0665751  0.5728034
j12237.238  2.9006550  0.3091900
j12245.239  3.5890901  1.1580700
j12248.387  4.0234814  0.8996478
j12249.267  3.8333650  0.8678050
j12250.332  3.8688300  0.8886500
j12251.354  3.7422502  0.6726689
j12252.271  2.7803500  0.1932550
j12253.237  3.1401281  0.4334020
j12255.325  2.9442682  0.7447350
j12256.362  3.0582230  0.7106270
j12257.394  3.0096922  0.5083834
j12259.341  2.9679601  0.4584340
j12260.345  3.1187670  0.5895886
j12261.287  3.3313451  0.6461050
j12262.370  3.3592014  0.4319750
j12263.294  3.4680135  0.3881733
j12266.326  3.4342563  0.9229360
j12267.375  3.4526842  1.0815244
j12268.202  3.0760634  1.0661067
j12269.279  3.2844050  1.0233026
j12270.254  3.3217051  0.7720950
j12275.309  4.2313504  0.5345800
j12278.298  3.8017950  0.4536150
j12278.319  3.9509068  0.5896600
j12279.273  3.6800151  0.3626775
j12280.351  3.8137400  0.5439500
j12283.291  3.3884182  0.2553820
j12284.390  3.3013563  0.4474300
j12285.370  3.3146799  0.5507178
j12286.373  3.2430291  0.5574334
j12287.295  3.4161150  0.5896200
j12288.381  3.5294023  0.5874245
j12289.410  3.7513268  0.6068584
j12292.398  3.6292517  0.4005417
j12293.304  3.8042634  0.4575833
j12295.374  4.1840072  0.6192934
j12296.388  4.5290403  0.5997200
j12298.380  4.3886228  0.3763660
j12299.384  4.0199146  0.3865012
j12305.304  3.9583440  0.8739313
j12306.378  4.3209076  1.0504075
j12308.377  4.1533866  0.8829400
j12309.390  4.2883306  0.7800129
j12310.371  4.2628465  0.6957219
j12311.366  4.0171962  0.5584775
j12312.365  3.5875072  0.4214320
j12313.379  3.2536199  0.3043822
j12314.368  3.0123770  0.2693729
j12315.350  3.2435966  0.3819663
j12316.372  3.1635239  0.4675582
j12317.356  3.0126081  0.5077460
j12318.380  2.8430068  0.5254567
j12319.295  2.8315201  0.4960900
j12321.315  3.1172299  0.3249100
j12322.398  3.5652649  0.4269475
j12324.202  3.0926151  0.3131800
j12325.392  3.1905227  0.3347025
j12326.368  3.1169436  0.3405600
j12327.353  3.0138071  0.2445350
j12328.312  3.1502402  0.2650375
j12329.407  3.2680690  0.2201025
j12330.383  3.1747816  0.2528588
j12331.279  3.1313062  0.3871800
j12333.452  3.1600299  0.4337700
j12334.353  3.1897273  0.4112029
j12335.215  3.1577499  0.3905600
j12336.358  3.2856977  0.3185718
j12337.381  3.2960062  0.2734027
j12338.354  3.3109531  0.3031880
j12339.344  3.0764651  0.2807300
j12340.204  2.1424301  0.1617300
j12342.251  2.7472401  0.2146733
j12344.435  2.6707351  0.2998900
j12345.391  2.5637054  0.3735030
j12347.343  2.3443551  0.4461700
j12348.238  2.7034199  0.5286400
j12349.253  3.2022550  0.6792850
j12351.165  2.8640499  0.4028600
j12352.438  2.7722836  0.4491733
j12353.357  2.7430911  0.3466000
j12354.385  2.8311818  0.2748700
j12356.374  2.6236188  0.2280525
j12359.192  2.4324701  0.3176700
j12360.380  2.6256719  0.3056925
j12361.384  2.6753848  0.3218600
j12362.233  2.8204899  0.3627200
j12363.381  2.8053160  0.2180790
j12364.348  2.8129532  0.4586617
j12365.371  2.7523701  0.7597237
j12366.388  2.4698365  0.8645363
j12367.397  2.4893198  0.9604092
j12368.378  2.6859927  1.0100127
j12369.390  2.8577633  0.9910951
j12372.278  2.6575284  0.5748100
j12373.338  2.6952639  0.5003088
j12374.345  2.9438200  0.5271225
j12375.269  3.0637021  0.4775100
j12376.378  3.1818264  0.5995113
j12377.489  3.4658451  0.9698400
j12378.364  3.3380351  0.8938521
j12383.168  2.8293800  0.5941900
j12384.172  2.7748699  0.5786067
j12385.228  2.5998650  0.3889000
j12386.340  2.5234282  0.3320819
j12387.332  2.4141982  0.4672282
j12388.328  2.4117944  0.5010582
j12393.342  2.3138294  0.3103367
j12394.325  2.3587153  0.2109313
j12397.385  2.3340025  0.2375700
j12398.398  2.5969343  0.4503759
j12399.400  2.8289649  0.4891088
j12400.392  2.9763567  0.4919137
j12401.400  3.0500181  0.4148531
j12402.399  3.3463562  0.4342981
j12403.382  3.4278510  0.5159407
j12404.351  3.3116758  0.5838372
j12405.285  3.4477651  0.7877401
j12406.389  3.1645653  0.7374324
j12407.313  2.7991049  0.4985810
j12408.471  2.1419742  0.2563128
j12409.397  2.2494862  0.3120266
j12410.377  2.1045876  0.2395089
j12411.387  2.0975037  0.2548712
j12412.378  2.1309483  0.4277725
j12413.359  2.1747823  0.5665679
j12414.343  2.2162349  0.5894600
j12416.173  2.7394199  0.9819200
j12417.396  2.6514513  0.6550387
j12418.377  2.7707636  0.8512945
j12419.256  2.9322679  0.9579520
j12420.236  2.7886426  0.6851712
j12421.419  2.5985136  0.4438755
j12422.362  2.4356673  0.3839573
j12423.421  2.4380713  0.3711264
j12424.396  2.6121907  0.4631359
j12425.219  2.8100367  0.5478234
j12427.369  2.6389546  0.5365161
j12428.366  2.7095826  0.4884738
j12429.378  2.7673399  0.5265178
j12430.396  2.7561061  0.5529785
j12431.388  2.5519600  0.4604748
j12432.361  2.5794022  0.4193458
j12433.393  2.4330688  0.3984475
j12434.397  2.1190119  0.3305100
j12435.382  1.9189728  0.3272437
j12436.348  1.8094449  0.3548708
j12437.390  1.5622654  0.3072518
j12438.377  1.5595808  0.2550582
j12439.388  1.5291914  0.1223433
j12440.381  1.5872607  0.1135795
j12441.376  1.8167845  0.1880059
j12442.394  1.8187089  0.1804519
j12443.387  2.1285408  0.1868700
j12444.396  2.3346946  0.1690600
j12445.396  2.2764475  0.2118494
j12446.316  2.5083122  0.3994722
j12447.364  2.2623861  0.3854752
j12448.230  2.4484801  0.4468450
j12449.376  2.0382392  0.3274111
j12450.437  1.8611717  0.2901446
j12451.354  2.0431907  0.2963926
j12452.377  1.9975098  0.2781990
j12453.386  2.0527937  0.2341828
j12454.338  2.1044159  0.1793843
j12455.377  2.0028524  0.1266333
j12456.389  2.0162759  0.1066700
j12457.355  2.1987200  0.2309800
j12458.369  2.0160062  0.3365369
j12459.396  1.9748172  0.2655050
j12460.363  1.9038768  0.2521892
j12461.450  1.8724266  0.3132500
j12462.259  1.7928051  0.2986750
j12463.496  1.3659989  0.1651450
j12464.427  1.5616399  0.1279492
j12465.392  1.6071790  0.0922112
j12466.386  1.6356367  0.1322827
j12468.408  1.6797715  0.3199831
j12469.411  1.6441787  0.3370294
j12470.386  1.7082630  0.4961794
j12471.398  1.7847607  0.6677724
j12472.419  1.9407839  0.7775095
j12473.391  2.1285400  0.8776380
j12474.314  2.3110173  0.9712443
j12475.335  2.2681081  0.9244719
j12476.388  2.2068012  0.8532577
j12477.374  2.1466060  0.8395950
j12478.411  2.1414313  0.7504253
j12479.384  2.3755836  0.9344000
j12480.394  2.5274332  1.0424007
j12481.402  2.5969660  1.1418773
j12482.364  2.7546620  1.3500340
j12484.435  2.8042772  1.4957119
j12485.401  2.7991350  1.5662344
j12486.280  2.8854675  1.6558900
j12487.235  2.6253400  1.4980850
j12488.422  2.1397030  0.7367480
j12489.337  1.7417573  0.3873136
j12490.258  1.5057315  0.3286014
j12491.391  1.4016236  0.2579579
j12492.384  1.4854031  0.3118217
j12493.388  1.6506548  0.2746200
j12494.386  1.7814384  0.2481882
j12495.371  1.8243166  0.3194334
j12496.302  2.1497505  0.3429867
j12497.359  2.2450140  0.2933187
j12498.410  2.6093352  0.3402433
j12499.383  2.6954632  0.5592190
j12500.373  2.8511014  0.8703500
j12501.403  3.2704718  1.0424409
j12502.339  3.3437984  1.1479250
j12503.346  3.4096661  1.4211681
j12504.396  3.1273654  1.3067300
j12505.333  3.3328862  1.3566949
j12506.418  3.4369872  1.3182700
j12507.403  3.5164592  1.0647200
j12508.415  3.4242938  0.7738050
j12509.398  3.2615645  0.5930763
j12510.421  2.9997573  0.4563309
j12511.392  2.8398063  0.5460500
j12512.384  2.7056038  0.5286238
j12513.379  2.5668681  0.4595253
j12514.394  2.2260554  0.4335400
j12515.391  2.1639037  0.3679388
j12516.347  1.8823502  0.2368990
j12517.409  1.7658170  0.3296590
j12519.449  2.2063200  0.7171333
j12520.423  2.3359301  0.8452850
j12521.392  2.4119995  0.7675700
j12522.340  2.5230901  0.8607800
j12525.451  2.9896164  0.4936088
j12526.393  3.2859440  0.5343500
j12527.382  3.4042408  0.7500936
j12528.375  3.3344786  0.9463114
j12529.399  3.2696290  1.0924929
j12530.356  3.2663949  1.0302743
j12531.364  3.2979198  0.9462838
j12532.392  3.1126292  0.7897810
j12533.433  2.8874400  0.6992000
j12534.490  2.6224582  0.4135020
j12535.385  2.8021429  0.5006956
j12536.387  2.6218011  0.4163507
j12537.395  2.2774961  0.3832340
j12538.372  2.3707139  0.5461354
j12539.384  2.3923371  0.6360933
j12540.390  2.3977695  0.5846651
j12543.536  1.9043900  0.3984500
j12544.319  1.8250299  0.3323087
j12545.334  1.6496546  0.1834667
j12550.202  1.8381333  0.3848700
j12551.376  2.1117401  0.2911036
j12552.381  2.2635911  0.3838950
j12553.378  2.5146852  0.3945672
j12554.382  2.5523794  0.4420860
j12555.383  2.5347688  0.4174035
j12556.382  2.6418822  0.4220929
j12557.375  2.6699870  0.4990521
j12561.207  2.7273500  0.5345351
j12563.397  2.6609573  0.5571414
j12564.387  2.4298112  0.5233664
j12565.302  2.6198201  0.5247600
j12566.382  2.5219450  0.5086450
j12568.396  2.5116618  0.5504917
j12569.392  2.3151093  0.6270536
j12570.378  2.1115673  0.6344937
j12571.357  2.0109227  0.7182125
j12573.212  1.8859800  0.6005100
j12574.192  2.8826799  1.4476700
j12575.374  2.0692110  0.5258633
j12576.379  2.0744946  0.4122173
j12577.387  2.1082346  0.3650255
j12578.390  2.1914339  0.1952564
j12579.426  2.4782100  0.3776350
j12581.303  2.3068950  0.4050250
j12583.342  2.6650696  0.5491423
j12584.367  2.7072113  0.7942550
j12585.272  2.7013900  0.8421150
j12589.290  2.5475903  0.5877600
j12590.358  2.4567635  0.5821450
j12591.408  2.0587800  0.3804300
j12592.394  2.1609602  0.6453517
j12593.371  2.2307718  0.6935327
j12594.309  2.3431766  0.7448733
j12597.371  2.5427964  0.7197700
j12598.423  2.3456252  0.6338983
j12599.384  2.0812902  0.5753091
j12602.435  2.0042951  0.4131200
j12603.433  2.0594532  0.3100067
j12606.489  1.3968000  0.0417800
j12610.272  2.0444875  0.2840450
j12611.221  2.1773601  0.2946600
j12612.254  2.4664249  0.3483900
j12613.365  2.5281200  0.4227900
j12615.406  2.4589162  0.3563180
j12617.239  2.7833650  0.2210050
j12618.452  2.5639951  0.2172950
j12619.347  2.6914132  0.2200633
j12620.382  2.3236454  0.1992750
j12621.381  2.4277282  0.1908280
j12627.359  2.9835901  0.8212333
j12628.216  2.8841200  0.9510800
j12632.373  2.1239626  0.2084050
j12634.325  1.3607968  0.0431400
j12635.370  1.4631001  0.0391733
j12636.363  1.5388141  0.0371883
j12638.276  1.4866000  0.0230700
j12639.383  1.6267341  0.0531080
j12641.326  1.6306078  0.0571311
j12642.357  1.7407914  0.0540386
j12644.456  1.9904150  0.2935650
j12645.381  1.8956445  0.2742778
j12646.407  1.7346656  0.2614078
j12651.211  2.5769300  0.6862700
j12652.381  2.8040531  0.5852700
j12653.252  2.7671349  0.5580100
j12655.388  2.7336435  0.2657350
j12656.274  2.8680351  0.3777750
j12657.289  2.5898902  0.2776434
j12658.349  2.2805052  0.1977617
j12659.374  1.9362146  0.1194600
j12660.354  1.6041300  0.0929750
j12661.391  1.4158551  0.1109125
j12665.371  1.4289117  0.2511200
j12666.279  1.5376951  0.2934050
j12669.387  1.6969445  0.1230589
j12670.364  1.5715191  0.0935600
j12673.339  1.4199739  0.0905063
j12674.374  1.3782655  0.1950509
j12676.357  1.9404558  0.1410000
j12677.372  2.2570651  0.1478942
j12679.375  2.4295466  0.1560936
j12680.348  2.5200336  0.1982811
j12685.232  1.7493800  0.0460000
j12689.470  1.1041200  0.0557000
j12690.210  1.1262800  0.0994000
j12691.421  0.9665701  0.1635900
j12692.393  0.8857241  0.1908150
j12693.317  0.9018350  0.2091667
j12700.189  1.4267499  0.1148800
j12701.353  1.8758229  0.2229622
j12704.408  2.5410886  0.2888257
j12705.380  2.7080669  0.2257780
j12706.378  2.7391393  0.1981018
j12707.373  2.6426852  0.3431486
j12708.350  2.7230790  0.3968725
j12709.398  2.3270719  0.3170600
j12710.359  1.9642179  0.3385060
j12711.384  1.4668517  0.3252262
j12712.347  1.3625400  0.3148240
j12713.351  1.1780729  0.3841027
j12715.175  1.0287100  0.3931000
j12716.519  0.9378100  0.2924400
j12717.381  0.9513746  0.1844182
j12718.354  0.7745274  0.0370564
j12719.317  0.6848700  0.0000000
j12720.402  0.5595209  0.0000000
j12721.356  0.5666000  0.0004700
j12722.302  0.6986228  0.0163886
j12723.396  0.8187757  0.0353471
j12724.362  1.0171821  0.0665060
j12725.374  1.1364375  0.2987225
j12727.344  1.6464738  0.5187328
j12728.350  2.0481341  0.6638640
j12729.358  2.2792578  0.6205800
j12730.274  2.6221900  0.8342000
j12731.335  2.4004834  0.5512167
j12734.160  1.8199000  0.4175000
j12735.420  1.5222700  0.2689300
j12736.280  1.5075051  0.1979350
j12737.430  1.2905850  0.1908525
j12738.365  1.1890323  0.1672843
j12739.349  1.0119267  0.1581575
j12740.311  0.9710426  0.1466225
j12749.311  1.1858655  0.1214423
j12753.224  1.6189115  0.2990272
j12754.300  1.9398201  0.3053300
j12756.295  1.9831166  0.3830622
j12757.245  2.0094700  0.5764500
j12759.177  1.8939400  0.8899500
j12760.203  1.4476900  0.8781381
j12761.488  1.3060234  0.8014200
j12764.131  1.2129450  0.5292250
j12765.289  1.1996012  0.4588789
j12769.291  0.6296685  0.0573831
j12770.300  0.7069479  0.0361829
j12771.281  0.7469450  0.0300938
j12775.450  0.9367883  0.0299050
j12776.389  1.0413839  0.0272785
j12778.397  1.3134922  0.0434943
j12779.365  1.4695195  0.0637812
j12780.370  1.5548224  0.0632659
j12781.377  1.5617828  0.0470929
j12782.334  1.7247424  0.0429067
j12783.315  1.6747776  0.0513700
j12784.366  1.7160114  0.0633921
j12785.330  1.7044168  0.1458511
j12786.311  1.7043800  0.2696000
j12787.396  1.5400708  0.2842117
j12788.395  1.4029238  0.3034775
j12789.373  1.4210600  0.2744550
j12790.383  1.2801436  0.1857323
j12791.374  1.1769388  0.0933338
j12792.402  0.9090437  0.0487081
j12793.375  0.8623450  0.1140633
j12794.128  0.9259400  0.2531300
j12795.542  0.8944500  0.2417400
j12796.301  0.9842945  0.3307746
j12797.422  1.0662260  0.3793580
j12798.405  1.2999309  0.4709159
j12799.397  1.4077936  0.7525883
j12800.414  1.5688572  0.9359664
j12801.395  1.7721626  0.8450426
j12802.401  1.8708678  0.8402739
j12803.510  1.8117441  0.6806440
j12804.392  1.7194118  0.4158683
j12805.396  1.6366347  0.2793471
j12806.383  1.4932818  0.1187806
j12807.382  1.5243627  0.0999211
j12808.379  1.4062922  0.1143722
j12809.329  1.3028501  0.1729600
j12810.188  1.3472234  0.2729867
j12812.247  1.3664713  0.3724250
j12813.300  1.2975383  0.3000337
j12814.325  1.2808874  0.2600637
j12815.378  1.3063650  0.2814867
j12816.379  1.2372851  0.2750478
j12817.397  1.1697453  0.2109641
j12818.416  1.2392476  0.1986820
j12819.363  1.3721406  0.2548700
j12820.380  1.3628403  0.3285838
j12821.383  1.4588665  0.3703182
j12822.390  1.6897607  0.3746553
j12823.402  1.6740452  0.3546664
j12824.334  1.8114272  0.5005972
j12825.318  1.8660855  0.6397027
j12826.361  1.8402969  0.6473740
j12827.313  1.8827457  0.5767783
j12828.406  1.8711983  0.3405259
j12830.396  1.6804093  0.1596827
j12831.392  1.2309968  0.1429500
j12832.393  1.2025125  0.1683700
j12833.340  1.2734600  0.1846800
j12834.422  1.3620960  0.2074292
j12835.414  1.4370687  0.2556272
j12836.376  1.5565109  0.3295231
j12838.211  1.6425000  0.4327800
j12840.282  1.8267000  0.7184450
j12841.197  1.9882100  1.1142950
j12842.294  1.8149867  0.9320800
j12844.363  1.4932715  0.3991533
j12845.375  1.0945970  0.0890269
j12846.369  0.9340195  0.0445739
j12847.370  1.0639302  0.0603433
j12848.427  1.1100401  0.0340937
j12849.420  1.4025800  0.1303200
j12851.354  1.5608600  0.1337800
j12852.317  1.5361844  0.1533221
j12853.325  1.5292091  0.1370233
j12854.325  1.7088783  0.2101637
j12855.352  1.6640389  0.4353318
j12856.353  1.5789965  0.4759730
j12857.269  1.5923101  0.6340834
j12858.384  1.3147988  0.5772338
j12859.387  1.1565994  0.6255653
j12860.373  1.0543016  0.6771415
j12861.358  1.2667540  0.5651973
j12862.388  1.4990314  0.4667860
j12864.411  1.5673667  0.2208083
j12865.271  1.4572800  0.3626600
j12866.398  1.3959576  0.3493525
j12867.336  1.3598567  0.3924767
j12868.342  1.3628757  0.3092272
j12869.355  1.3683490  0.2556200
j12870.396  1.2829987  0.1789044
j12871.378  1.2408916  0.1638400
j12872.319  1.1237648  0.1072385
j12874.382  1.3286272  0.3379672
j12875.382  1.5443245  0.3441625
j12876.400  1.6000158  0.3330093
j12877.525  1.6828450  0.2095950
j12878.341  1.8446701  0.2480200
j12879.389  1.7337869  0.2164840
j12880.226  1.7716501  0.2030850
j12881.361  1.7028872  0.1255465
j12882.387  1.8267678  0.1535293
j12883.372  1.7469641  0.1366463
j12884.327  1.6902100  0.1411257
j12885.396  1.4526434  0.0971200
j12886.396  1.3334392  0.0669821
j12887.387  1.2938058  0.0751976
j12888.382  1.3978118  0.0808153
j12889.389  1.3773661  0.0280700
j12890.375  1.3281641  0.0228653
j12891.436  1.1785989  0.0200200
j12893.373  0.9738063  0.1067450
j12894.300  1.0358034  0.1406300
j12895.347  0.9880301  0.1072700
j12896.306  0.9895676  0.0948742
j12897.297  0.9899116  0.0302100
j12898.373  0.7905918  0.0055359
j12899.385  0.7734065  0.0106950
j12900.378  0.9115863  0.1281031
j12901.366  1.1544833  0.1829500
j12902.362  1.1777500  0.0690171
j12903.383  1.2310170  0.0899163
j12904.396  1.4830679  0.1667079
j12905.329  1.5037519  0.2586318
j12906.379  1.4772327  0.3865027
j12907.182  1.6820300  0.5570800
j12908.326  1.7522787  0.5220371
j12909.331  1.8619363  0.4278250
j12910.357  1.8894393  0.4506540
j12911.313  1.8350332  0.4129785
j12912.373  1.7196900  0.2579001
j12913.384  1.6960833  0.2058613
j12914.406  1.5807426  0.2117775
j12915.409  1.5444801  0.1994155
j12916.366  1.5479592  0.2294080
j12918.324  1.5343208  0.2116118
j12919.427  1.4651601  0.2207275
j12920.355  1.4464834  0.2091346
j12921.370  1.4226965  0.2505564
j12922.308  1.4096487  0.2012762
j12923.341  1.3668760  0.1529170
j12924.350  1.2350965  0.0739573
j12925.359  0.8912563  0.0068775
j12926.342  0.7589201  0.0005340
j12927.341  0.7290973  0.0027364
j12928.339  0.7198881  0.0105760
j12929.328  0.7122270  0.0000000
j12930.305  0.9016013  0.0184313
j12931.341  1.2263366  0.1093200
j12933.373  1.3085943  0.4907493
j12934.362  1.4415420  0.7179127
j12935.383  1.5006071  0.7787122
j12937.267  2.1137199  1.3886700
j12938.338  1.9329360  1.4937091
j12939.351  1.9878038  1.6152900
j12940.373  2.3462439  1.8648175
j12941.385  2.5772302  2.2122400
j12949.263  1.2695100  0.0117450
j12950.437  0.8674550  0.0000000
j12951.431  0.6793433  0.0000000
j12957.170  0.3679300  0.0000000
j12958.235  0.7216000  0.0547500
j12960.251  1.0049700  0.1475800
j12961.493  1.1181500  0.1360700
j12962.372  1.2041091  0.1463180
j12964.377  2.0826740  0.6340381
j12965.250  2.2080133  0.8211767
j12966.327  2.2908554  0.8638678
j12967.357  2.5695322  0.9619412
j12969.290  2.7437201  0.9908200
j12970.429  2.7360451  0.9215550
j12971.304  2.5923336  0.6859100
j12976.349  1.7679975  0.2583225
j12977.248  1.6178401  0.3300050
j12978.308  1.2688425  0.2448050
j12982.358  0.5143468  0.0419117
j12983.344  0.3837100  0.0329550
j12986.221  0.3357400  0.0444200
j12987.487  0.4610400  0.0304050
j12989.440  0.7505800  0.0889400
j12990.362  0.9076889  0.0681880
j12992.328  1.5244929  0.1185657
j12995.431  2.2293551  0.3394400
j13001.359  1.9127046  0.2993882
j13002.400  1.6374550  0.1426500
j13005.263  0.7819200  0.0096300
j13008.371  0.7226117  0.3853617
j13009.356  0.7471150  0.3997160
j13010.441  0.6876467  0.5163633
j13012.281  0.8479233  0.4900967
j13013.399  0.8906983  0.4426801
j13015.474  0.8841550  0.3756850
j13016.374  0.8333983  0.2896146
j13017.281  0.8807640  0.1839020
j13018.448  0.9500400  0.1545625
j13019.387  1.0757874  0.1958391
j13021.287  1.6704129  0.2480443
j13022.247  1.7798481  0.2467980
j13023.229  1.9516151  0.1732600
j13024.263  2.2150834  0.3099500
j13025.224  2.2540600  0.3832500
j13026.412  2.0525122  0.2343845
j13027.387  1.8611655  0.1638373
j13028.364  1.5986685  0.0743675
j13030.320  0.9290089  0.0000000
j13031.245  0.6727967  0.0000000
j13032.271  0.5872240  0.0000000
j13033.318  0.4056691  0.0000000
j13034.340  0.5280550  0.0062700
j13035.317  0.5603845  0.0107200
j13036.267  0.6788667  0.0371933
j13037.229  0.7449800  0.1080400
j13040.364  1.1118600  0.2237100
j13041.313  1.1367671  0.2615072
j13042.437  1.1005501  0.3131233
j13043.397  1.1252856  0.3056011
j13044.320  1.0676872  0.2857457
j13045.418  1.0851151  0.2856600
j13046.348  1.1395885  0.2430092
j13047.380  1.2229551  0.1865275
j13048.390  1.2891301  0.1407878
j13050.421  1.4072633  0.0863533
j13051.270  1.5153700  0.0631250
j13064.240  1.0050280  0.4480340
j13065.229  1.0364000  0.2885600
j13068.351  0.7333357  0.1088929
j13069.207  0.7850500  0.1805900
j13070.270  0.6844525  0.1737275
j13071.356  0.7886873  0.1447445
j13072.386  0.8141861  0.1841130
j13074.347  0.9211434  0.2597333
j13075.359  1.0324745  0.3286389
j13076.391  1.0374763  0.4120213
j13077.342  1.2838844  0.3370943
j13078.337  1.3487983  0.2633982
j13079.414  1.3295034  0.2126750
j13080.378  1.1857879  0.1295236
j13081.394  1.0374027  0.0352533
j13082.391  0.9290172  0.0434229
j13083.414  0.8684780  0.1057280
j13084.519  1.0074850  0.1014350
j13085.371  1.1695026  0.1759025
j13086.390  1.2321187  0.2124229
j13087.218  1.3681600  0.3088700
j13089.465  1.4500101  0.3488650
j13090.346  1.5624378  0.2669867
j13092.312  1.5723300  0.3499500
j13093.358  1.4335159  0.3165159
j13094.396  1.4091200  0.4212200
j13096.401  1.1884633  0.4168575
j13097.204  1.1045700  0.3866300
j13100.173  1.1345950  0.2243400
j13101.285  1.0609045  0.1836033
j13102.356  1.0503919  0.1285656
j13103.230  1.0882901  0.0880775
j13105.328  0.9002646  0.0336262
j13106.290  0.8993025  0.0321175
j13107.214  0.8096128  0.0154129
j13108.466  0.6293175  0.0012025
j13109.343  0.7119592  0.0144123
j13110.297  0.7385580  0.0320000
j13111.297  0.8070000  0.0322091
j13112.169  0.9200400  0.0219200
j13115.140  1.3529550  0.2407800
j13116.386  1.4699208  0.2093907
j13117.333  1.4213680  0.1864830
j13119.462  1.2760350  0.1910950
j13120.405  1.0939028  0.1677636
j13121.312  1.0667285  0.2107875
j13122.365  1.0024281  0.1638587
j13123.343  0.8099095  0.0838961
j13124.361  0.6500219  0.0294094
j13125.137  0.6365734  0.0243567
j13126.352  0.7451606  0.0131182
j13127.363  0.7909513  0.0765376
j13128.369  0.7970694  0.0915741
j13129.328  0.8021901  0.0593158
j13130.370  0.7001488  0.0196053
j13131.377  0.6238500  0.0411067
j13132.374  0.7105067  0.0358400
j13133.470  0.7422450  0.0246500
j13134.311  0.6363293  0.0218593
j13135.302  0.6676372  0.0519043
j13136.199  0.7796900  0.0935800
j13137.365  0.7313720  0.1176970
j13138.368  0.7998316  0.1687617
j13139.358  0.8151077  0.3073808
j13140.389  0.8680707  0.3773194
j13142.524  0.9283700  0.3855700
j13143.380  0.9509000  0.3170760
j13144.146  1.0027200  0.2346500
j13145.185  1.1239876  0.2001825
j13146.156  1.0285500  0.1628300
j13148.261  1.0408772  0.2322914
j13149.353  1.1226900  0.3045600
j13150.393  1.0110723  0.2598256
j13152.397  0.9165617  0.2417915
j13153.367  0.8168270  0.1888724
j13154.396  0.8468615  0.1721857
j13155.385  0.8645388  0.1387413
j13156.377  0.7411318  0.1386094
j13157.351  0.6645024  0.0636331
j13158.370  0.7372301  0.0727560
j13159.367  0.8261932  0.1060281
j13160.366  0.8130834  0.0724800
j13161.321  0.7834089  0.0709445
j13162.310  0.7551070  0.0502020
j13163.300  0.7828351  0.0364564
j13164.386  0.7667295  0.0302350
j13167.384  0.5081285  0.0049962
j13168.385  0.4625106  0.0105153
j13169.427  0.4341801  0.0074647
j13170.389  0.4878289  0.0257383
j13171.374  0.6158022  0.0915756
j13172.387  0.8450651  0.2508819
j13173.352  0.9996751  0.4075250
j13174.336  1.1455902  0.5570723
j13175.315  1.2317541  0.6157920
j13176.309  1.1858156  0.6009489
j13177.389  1.2545215  0.5899687
j13178.289  1.3332386  0.5656872
j13180.407  1.2837162  0.3578407
j13181.385  1.0639199  0.1804506
j13182.370  0.9348272  0.0991879
j13183.394  0.6709039  0.0218600
j13184.396  0.5695941  0.0054412
j13185.396  0.6692877  0.0207718
j13186.390  0.7031912  0.0320606
j13187.274  0.6898575  0.0562225
j13188.340  0.6385400  0.0470455
j13189.355  0.5700174  0.0368426
j13190.298  0.5681407  0.0328027
j13191.358  0.4868872  0.0035890
j13192.363  0.4487138  0.0051867
j13193.243  0.4563083  0.0008433
j13195.534  0.3893934  0.0143500
j13196.375  0.4111077  0.0486076
j13197.380  0.5100828  0.0715733
j13198.384  0.6780289  0.1276506
j13199.402  0.9551620  0.2069194
j13201.381  1.6140013  0.4218235
j13204.368  1.8768326  0.5568738
j13205.325  2.0166686  0.7791200
j13206.393  2.1036682  0.9294179
j13207.402  2.0465527  1.0864260
j13208.402  1.8548193  1.2327048
j13209.423  1.6404449  1.0944407
j13210.400  1.3902531  0.9573525
j13211.395  1.1956939  0.9144261
j13212.392  1.1429154  0.7543442
j13213.395  1.0723801  0.6236573
j13214.390  0.9244712  0.4040294
j13215.397  0.5847923  0.1610867
j13216.236  0.3648543  0.0704086
j13217.369  0.3530995  0.0610050
j13218.359  0.4842178  0.0561236
j13219.303  0.5698547  0.0993707
j13220.383  0.6263894  0.1245753
j13221.387  0.6610053  0.1621732
j13222.386  0.6130277  0.1501776
j13223.384  0.6588184  0.1986361
j13224.390  0.7590070  0.1593229
j13225.381  0.8554828  0.1807217
j13226.394  0.8716111  0.2587830
j13227.412  0.9794760  0.3964920
j13228.387  1.0310584  0.5348795
j13229.314  1.1945101  0.7039460
j13230.375  1.3610677  0.8382575
j13231.402  1.6957899  0.8187700
j13232.433  1.8806911  0.8558978
j13233.374  1.9874840  0.7474009
j13234.289  2.0017500  0.6046880
j13235.434  1.5436124  0.2995315
j13236.399  1.2843153  0.2672527
j13237.368  1.2366143  0.3335672
j13238.522  1.2067500  0.4238325
j13239.250  1.2970500  0.5196980
j13240.309  1.3073379  0.4669367
j13241.271  1.2267026  0.3272800
j13242.408  0.9852948  0.1675138
j13243.378  0.8469161  0.1247856
j13244.338  0.8189544  0.1046087
j13245.321  0.8966342  0.0720953
