  julian_date mpsi  mwsi
 j3727.280  1.3841120  0.0579355
 j3729.326  1.8245690  0.2195692
 j3730.249  1.8551400  0.1614515
 j3731.244  1.9394610  0.1103688
 j3732.259  2.0379300  0.0626634
 j3733.288  1.8045830  0.0418879
 j3734.247  1.7244380  0.0431758
 j3735.320  1.5369920  0.0722751
 j3736.196  1.5876560  0.0444075
 j3737.213  1.5029130  0.0557293
 j3738.226  1.5543261  0.1021335
 j3739.200  1.5293550  0.1176241
 j3740.201  1.4221790  0.0529251
 j3741.284  1.4874630  0.0581474
 j3742.197  1.2949200  0.0523680
 j3743.217  1.1580720  0.0368155
 j3744.266  1.1471710  0.0518648
 j3745.177  1.0668720  0.0571939
 j3746.172  0.8935659  0.0418082
 j3748.180  1.0340860  0.0366791
 j3749.197  1.2094880  0.0538579
 j3750.219  1.2595280  0.0924232
 j3751.208  1.4328890  0.1452744
 j3752.238  1.6357900  0.3247045
 j3753.236  1.9611790  0.6532168
 j3754.226  2.1297140  0.5737658
 j3755.269  2.5646610  0.7442858
 j3760.209  2.2530429  0.4863644
 j3761.263  2.0602231  0.3558668
 j3762.243  1.4690950  0.1927544
 j3763.300  1.3208790  0.1266499
 j3764.237  1.7419970  0.2132931
 j3765.244  1.9585670  0.3595851
 j3767.291  2.3204329  0.6060816
 j3768.266  2.3117709  0.5220181
 j3770.199  2.3010731  0.5539072
 j3771.206  2.6171191  0.6388931
 j3772.264  2.5253201  0.3615322
 j3773.254  2.4816589  0.7389336
 j3774.249  2.2095611  0.5013103
 j3776.272  2.0985279  0.5611844
 j3777.250  1.8546270  0.2560738
 j3778.318  1.9623621  0.3210897
 j3779.254  2.0584249  0.2890470
 j3780.247  2.1776061  0.2914050
 j3781.228  2.3388650  0.1263459
 j3782.273  2.4035220  0.0854069
 j3783.252  2.4029050  0.1027288
 j3784.258  2.5408700  0.0946043
 j3785.269  2.2222929  0.0488886
 j3786.249  2.4829359  0.0922908
 j3787.241  2.0620711  0.0386078
 j3788.215  2.0115299  0.0549288
 j3789.227  1.7650510  0.1329966
 j3790.239  1.5689059  0.2212005
 j3791.436  1.7407720  0.2610991
 j3792.243  1.8146321  0.1917045
 j3793.219  1.8400880  0.2523752
 j3794.274  2.6510799  0.5879176
 j3795.308  2.4715769  0.2834612
 j3796.246  2.8924980  0.3725584
 j3801.226  2.1405971  0.2939078
 j3803.265  2.6229019  0.4171643
 j3804.270  2.0850241  0.1013374
 j3805.228  1.9056780  0.0663678
 j3806.235  1.3537880  0.1452972
 j3808.221  2.1295030  0.1341950
 j3809.213  2.5213771  0.1229773
 j3810.211  2.5395999  0.0840311
 j3811.234  2.9479270  0.1281309
 j3815.257  2.7457390  0.0334960
 j3816.256  3.2706950  0.1795167
 j3817.282  2.6061299  0.2806444
 j3819.297  2.5449269  0.2904840
 j3820.277  2.6871040  0.3294342
 j3821.369  2.3784411  0.1917740
 j3828.272  1.3573710  0.0205636
 j3829.294  1.8191950  0.1016094
 j3831.431  1.8045880  0.1649092
 j3833.237  1.5084740  0.0963148
 j3839.235  1.5873430  0.0722450
 j3840.239  2.4681799  0.2529852
 j3841.236  2.7826951  0.5251905
 j3842.215  2.8152549  0.3429590
 j3843.252  3.0349660  0.4988461
 j3845.260  2.8718419  0.2152537
 j3846.300  3.0481081  0.2653769
 j3847.266  2.7458501  0.3707929
 j3848.285  3.2302020  0.4034463
 j3850.431  2.6427619  0.4922402
 j3851.403  1.9928310  0.2926819
 j3852.469  2.4927070  0.4497530
 j3853.302  2.9685390  0.2877164
 j3863.314  1.8534600  0.3840070
 j3864.465  1.5820680  0.2690269
 j3865.297  1.6169389  0.1963117
 j3866.231  1.4239800  0.0925991
 j3867.247  1.5194100  0.0739239
 j3870.252  2.5967000  0.2583386
 j3872.271  2.5358720  0.3733295
 j3873.282  2.9144261  0.3871861
 j3874.264  3.3672831  0.6786941
 j3875.217  3.8417461  0.6700935
 j3884.260  2.9860160  0.3766605
 j3885.440  3.4416060  0.5353637
 j3886.385  3.5545900  0.4747469
 j3893.224  2.2789221  0.3086812
 j3894.281  2.3771260  0.8148057
 j3908.465  4.0534792  0.4130940
 j3909.429  4.1501641  0.6488904
 j3910.263  4.2452202  0.3097586
 j3911.284  4.2973080  1.0462930
 j3913.446  4.1800008  0.6148906
 j3914.289  3.8709860  0.5980181
 j3915.237  3.9671741  0.3499219
 j3916.310  3.6677959  0.5347388
 j3917.231  2.8245020  0.2867068
 j3918.301  3.5325830  0.6763003
 j3920.373  3.6417480  1.0590930
 j3922.298  4.0632200  0.6107113
 j3930.250  2.6770091  0.1831682
 j3932.221  2.9777160  0.1680911
 j3935.277  2.9177351  0.0880967
 j3936.279  3.9194751  0.2030865
 j3937.258  3.5101881  0.1366866
 j3938.444  2.9305201  0.0590094
 j3939.239  3.6632509  0.2133964
 j3940.241  3.5642469  0.1683313
 j3941.178  3.6276841  0.0915807
 j3943.255  3.6684289  0.1974669
 j3944.257  3.1963661  0.1987016
 j3945.405  3.7870440  0.2652375
 j3957.231  3.2260120  0.5755116
 j3958.217  2.9772780  0.4124223
 j3964.278  3.9473751  0.1770267
 j3965.272  3.9268780  0.3139933
 j3967.249  3.7082231  0.2584065
 j3968.212  3.7753420  0.2739406
 j3969.198  3.4742179  0.4231252
 j3970.268  2.8771110  0.3592356
 j3972.213  2.3492889  0.0394230
 j3974.188  2.2232780  0.1950854
 j3976.201  3.6713350  0.7234674
 j3977.274  3.4744041  0.4973066
 j3978.269  3.2724590  0.3468834
 j3979.197  3.0684650  0.1822164
 j3980.291  3.1500821  0.2300875
 j3982.425  2.2841320  0.5306467
 j3983.191  2.1336501  0.1429889
 j3984.223  2.4683189  0.2500088
 j3985.203  1.6297081  0.0630862
 j3986.216  1.7239270  0.0685093
 j3987.208  1.6898950  0.1788616
 j3988.241  2.1881599  0.3020814
 j3989.257  2.0296481  0.2190016
 j3990.281  2.9476471  0.4343211
 j3991.244  3.0083649  0.2819267
 j3992.285  3.1096029  0.5651340
 j3993.314  3.5563920  0.6133530
 j3994.234  3.1327829  0.4642231
 j3997.183  2.0587261  0.2785903
 j3998.189  2.1884320  0.3300018
 j3999.192  2.3226891  0.2532308
 j4003.255  2.7445469  0.2308959
 j4004.224  2.7921400  0.2217036
 j4005.239  3.4802849  0.3697454
 j4007.263  3.0128040  0.3750713
 j4008.223  3.4117410  0.2606617
 j4009.228  3.2178280  0.3974876
 j4010.220  2.9298241  0.2953546
 j4011.261  2.6012290  0.3251033
 j4012.188  2.2018001  0.1388212
 j4013.306  1.9712141  0.0410149
 j4014.429  2.3329301  0.1018266
 j4015.225  1.1650950  0.0325431
 j4016.236  2.0585380  0.1261781
 j4018.193  3.3127761  0.1931717
 j4019.195  2.9422431  0.0838196
 j4020.284  3.3514259  0.0923892
 j4021.271  2.9575119  0.1083680
 j4022.257  2.4778020  0.0889692
 j4023.181  1.8349600  0.0571104
 j4024.231  2.4989419  0.2508686
 j4025.258  2.3198969  0.2815062
 j4026.209  2.2598121  0.4465003
 j4029.229  3.9473500  1.1623280
 j4030.255  3.9827421  0.6055691
 j4032.208  4.4528518  0.5658191
 j4033.203  4.4236970  0.6185396
 j4034.275  4.3062158  0.8770416
 j4035.260  3.8148720  1.0082170
 j4037.199  2.8874900  0.6150390
 j4038.189  2.6000190  0.6016525
 j4039.266  2.1594160  0.4851084
 j4040.188  2.1936951  0.4695200
 j4041.170  2.1192081  0.2389660
 j4043.192  2.8646879  0.1408166
 j4044.263  2.8098490  0.2036671
 j4045.188  2.8299201  0.3203434
 j4046.175  2.9004631  0.2259013
 j4047.187  2.9102800  0.1625299
 j4048.178  2.8855801  0.1336407
 j4049.168  2.7258539  0.0816946
 j4050.157  2.7346971  0.1126646
 j4052.184  2.6618631  0.1169285
 j4053.210  2.9811139  0.1957263
 j4054.223  2.9943650  0.3249447
 j4055.212  3.2248890  0.3484338
 j4056.190  3.8456199  0.4037482
 j4057.372  3.8066180  0.6716181
 j4058.246  4.7151170  1.1276670
 j4059.219  4.9422040  0.9666518
 j4060.234  4.8106542  0.6348234
 j4061.226  4.5350838  0.5252469
 j4062.240  4.6404538  0.4689888
 j4063.374  3.7940831  0.5032827
 j4064.249  3.7612040  0.3943595
 j4066.280  2.8393619  0.2863289
 j4067.245  2.6474459  0.4011251
 j4068.223  2.4629581  0.2460099
 j4069.189  2.4478650  0.3831466
 j4070.228  1.8559260  0.1913544
 j4071.217  2.0621040  0.3159908
 j4072.286  2.0017920  0.2637086
 j4073.240  2.2714610  0.3477219
 j4078.245  2.4090230  0.2029425
 j4079.259  2.7367640  0.3383592
 j4080.209  2.3848231  0.2801841
 j4081.190  2.7303181  0.3656878
 j4082.193  2.9312100  0.2667372
 j4083.184  2.9716530  0.2075602
 j4085.230  3.1763370  0.1825408
 j4086.203  3.1369870  0.0946715
 j4087.221  3.0446031  0.1012199
 j4088.208  3.0201571  0.0976427
 j4089.205  3.0663259  0.1964772
 j4090.243  2.6696050  0.0926152
 j4091.211  2.3055730  0.0485319
 j4092.474  2.4149301  0.1501144
 j4093.206  2.5368710  0.0979012
 j4094.231  2.5980320  0.2763695
 j4095.230  2.8007629  0.4108514
 j4096.201  2.6420131  0.1751323
 j4100.217  2.6902680  0.1773481
 j4101.269  2.9161510  0.3174599
 j4102.405  2.5448160  0.3316435
 j4103.198  2.7855940  0.2046384
 j4104.220  2.6329319  0.1871223
 j4105.221  2.7503860  0.2244157
 j4106.210  3.0145230  0.3823898
 j4107.217  3.1925800  0.3810816
 j4108.227  3.6369340  0.5587500
 j4109.264  4.2845392  1.3692850
 j4111.402  4.0209808  0.6826079
 j4112.229  4.1663008  0.6888829
 j4114.300  3.7630291  0.6422955
 j4115.289  3.4630139  0.4046204
 j4116.286  3.2360880  0.2208670
 j4117.269  3.4066830  0.3616084
 j4118.226  3.2102540  0.2155136
 j4119.200  2.8875229  0.2261830
 j4120.281  2.7246859  0.3401706
 j4121.196  2.9642320  0.2761005
 j4122.226  3.3000481  0.6796111
 j4123.251  3.2667961  0.3725116
 j4124.207  3.8763731  0.4600717
 j4125.213  3.7271900  0.3853838
 j4126.214  3.6928649  0.3515356
 j4128.220  3.5561321  0.2489830
 j4135.224  3.9209621  1.2246720
 j4136.260  4.3097019  0.6239390
 j4137.447  4.2986269  0.5380541
 j4138.269  5.0349159  0.8738842
 j4139.312  4.9610400  0.7631298
 j4140.240  4.9208102  0.4695692
 j4144.277  3.3642950  0.7146128
 j4145.250  3.4679570  0.5243527
 j4147.278  2.9029860  0.4038360
 j4148.265  2.8295929  0.4232875
 j4149.242  2.9975200  0.4671376
 j4151.297  2.3946240  0.2039551
 j4152.262  3.3747690  0.5122715
 j4153.231  3.7853479  0.6134158
 j4154.232  4.2093649  0.6255753
 j4155.247  4.1665220  0.4543015
 j4157.255  3.8907051  0.8456470
 j4158.461  3.3984871  0.7012463
 j4159.259  3.1631770  0.3686995
 j4162.209  4.7691398  0.5329114
 j4164.260  4.5011349  0.7746896
 j4165.306  4.3547778  0.9423749
 j4168.261  5.1044240  1.0721860
 j4171.264  4.3355470  0.4446055
 j4172.276  4.1109400  0.4234833
 j4173.302  4.2674532  0.4251224
 j4174.234  3.6298659  0.3414222
 j4175.306  3.4143879  0.3656266
 j4176.229  3.5694640  0.2377543
 j4177.238  4.1997428  0.5579695
 j4178.257  3.9014370  0.4128586
 j4179.267  4.1747079  0.4726570
 j4180.269  4.5492859  0.3420314
 j4182.254  5.0351629  0.6504496
 j4183.275  4.9274859  1.0892920
 j4184.287  5.3716679  2.0057299
 j4187.443  5.2515821  2.5669961
 j4188.296  5.3508630  1.8306980
 j4189.297  5.6561308  1.1643970
 j4190.277  5.6854820  0.8107245
 j4191.290  5.7101150  1.1757890
 j4192.287  5.9670210  1.5368150
 j4193.387  5.6814299  0.9799370
 j4194.260  5.4532590  1.0074710
 j4196.220  4.8725591  0.6427846
 j4198.465  2.9574180  0.3270436
 j4201.443  2.6243801  0.4717917
 j4202.255  3.0762379  0.2462736
 j4203.226  3.0222940  0.1543768
 j4204.463  2.9913099  0.3608739
 j4205.282  2.5770230  0.1023186
 j4207.462  2.1900930  0.1549152
 j4208.265  2.5702219  0.1426309
 j4209.267  2.8564720  0.2569422
 j4211.262  3.0844150  0.3212585
 j4212.319  3.7252870  0.9207686
 j4213.306  3.8026180  0.7256168
 j4215.271  4.9516792  0.4545344
 j4216.272  5.0478878  0.4070776
 j4217.271  5.4050841  0.5113608
 j4218.284  5.2573128  0.8370914
 j4219.290  5.8322539  0.3654541
 j4220.465  5.8752608  0.8379182
 j4221.274  5.1714001  0.1859806
 j4222.255  5.1151600  0.3252550
 j4223.242  5.5598140  0.2235218
 j4226.266  2.8837211  0.2023793
 j4227.317  2.7077720  0.3306527
 j4228.259  2.2935350  0.2403562
 j4234.194  2.0971279  0.0802111
 j4235.232  2.4455800  0.0291740
 j4237.317  3.0167100  0.1295151
 j4238.408  3.4300590  0.8592927
 j4240.273  3.6042581  0.3494349
 j4241.261  4.4557009  0.2615414
 j4243.299  4.2484102  0.7377508
 j4244.304  4.7366161  0.6696094
 j4255.227  3.1435170  0.0608800
 j4259.314  2.1047139  0.0474576
 j4260.230  2.2493930  0.0644596
 j4261.252  2.6977310  0.4056520
 j4262.229  2.3150570  0.1129587
 j4263.274  1.9342901  0.1563056
 j4264.241  2.2655380  0.2698485
 j4272.296  3.8955560  0.5582255
 j4274.457  4.0894189  0.8728361
 j4276.457  3.6266780  0.7513900
 j4277.309  3.5262389  0.5569738
 j4278.301  3.2302871  0.4436633
 j4279.248  3.0849209  0.3040762
 j4280.277  2.9297590  0.2082491
 j4281.234  3.1187990  0.3869365
 j4282.255  3.1246710  0.3961923
 j4295.474  2.0051100  0.2822572
 j4296.292  2.6319690  0.1415813
 j4297.247  3.6494570  0.3261077
 j4299.437  4.2879109  0.4601080
 j4303.204  3.1389410  0.0375162
 j4307.219  2.5355580  0.2322496
 j4308.267  2.5997901  0.1311900
 j4311.195  2.8251469  0.0935091
 j4312.234  2.7305300  0.0144682
 j4313.311  2.6870689  0.0096031
 j4314.244  2.7251389  0.0047597
 j4315.206  2.9367740  0.0178824
 j4316.255  2.3101029  0.0000000
 j4318.300  2.3368530  0.0703155
 j4325.273  4.1629901  0.4100805
 j4326.234  4.1567740  0.2393842
 j4327.249  3.9796410  0.2728050
 j4328.284  3.9024870  0.4258495
 j4329.283  3.7885520  0.3188323
 j4333.249  2.1419420  0.3715494
 j4334.207  1.7573410  0.4240700
 j4337.304  2.5826211  0.9663068
 j4338.435  2.6842010  1.1186100
 j4339.260  3.4749730  1.2324899
 j4340.438  3.4900999  1.2828799
 j4341.280  3.1283960  1.3887150
 j4342.209  4.6804881  0.9891399
 j4343.453  3.1340070  0.0462629
 j4344.226  4.1353059  0.2844150
 j4345.239  4.0101690  0.1424604
 j4346.479  3.3251820  0.4167525
 j4347.433  2.9349530  0.3247934
 j4348.205  3.1941020  0.1945433
 j4349.269  2.7138829  0.2547712
 j4350.231  3.4286420  0.3738759
 j4354.274  4.2223010  0.4223210
 j4355.250  3.4526191  0.2912093
 j4356.261  2.7540629  0.3643531
 j4357.254  2.3159599  0.3647856
 j4363.497  4.4722099  1.4033390
 j4364.284  2.8459630  0.6335748
 j4365.280  4.3469868  1.7723240
 j4366.300  2.9259861  0.5483524
 j4367.209  3.8071909  0.2015333
 j4368.229  3.7582960  0.3521743
 j4378.388  3.7105701  0.4808773
 j4379.226  4.5843592  0.6949657
 j4389.317  4.1114249  0.5052501
 j4392.265  3.0981510  0.2243932
 j4393.254  2.6624520  0.3178716
 j4394.263  2.5097549  0.3669762
 j4395.249  2.5491650  0.2837597
 j4396.210  2.3335900  0.1948669
 j4397.311  2.0831690  0.2459975
 j4398.447  2.2414551  0.1099313
 j4399.289  2.1998110  0.1525118
 j4400.417  2.3792789  0.0695737
 j4402.292  3.2833710  0.5656927
 j4404.176  3.3267529  0.3993204
 j4409.297  4.1884732  0.5113877
 j4410.234  4.3463650  0.4093148
 j4411.279  4.3314500  0.4278265
 j4412.229  4.5559549  0.5036559
 j4413.307  4.5564532  0.8384764
 j4414.225  4.1894569  0.5135463
 j4416.196  4.6485052  0.6252418
 j4417.218  4.2847981  0.6804602
 j4420.228  2.1360159  0.4138291
 j4421.422  3.0317030  0.5155112
 j4424.269  2.1128509  0.0924293
 j4425.197  2.4170001  0.1134776
 j4426.216  2.3122189  0.2505019
 j4427.223  2.3817570  0.1904613
 j4428.277  2.1741941  0.2565313
 j4429.445  2.3051541  0.2866924
 j4430.260  2.7524769  0.2754438
 j4431.280  2.4341681  0.1927908
 j4432.282  3.1200240  0.3688765
 j4433.263  2.8381770  0.4145854
 j4434.229  3.5781529  0.5812070
 j4435.185  3.5015211  0.6090993
 j4436.210  4.2977920  0.5982537
 j4437.285  4.7902498  0.8120978
 j4438.286  4.8335681  0.7046670
 j4439.280  5.4429412  0.8436792
 j4440.213  5.1182351  0.3829015
 j4441.245  4.7786250  0.2941173
 j4442.312  5.2993908  0.5868919
 j4443.253  4.6036248  0.5343231
 j4444.305  3.7592580  0.3193228
 j4445.238  4.0732689  0.3658013
 j4446.238  4.1054249  0.5851146
 j4447.249  3.0808260  0.1564254
 j4448.247  2.8248601  0.1796090
 j4449.264  2.8289340  0.1617540
 j4450.286  2.9934120  0.0864742
 j4451.304  2.4472420  0.0428992
 j4453.222  2.2395921  0.0310714
 j4454.231  1.6292990  0.0046648
 j4455.244  1.6293840  0.0000000
 j4456.234  1.4298300  0.0044820
 j4457.273  1.6746690  0.0000000
 j4458.189  1.5423321  0.0242760
 j4459.186  2.0610690  0.0633572
 j4460.231  2.8329899  0.1341402
 j4461.189  3.0564370  0.2740601
 j4462.427  3.5027511  0.3451607
 j4463.231  3.6692541  0.4060566
 j4464.249  4.2134728  0.5198330
 j4465.294  4.3231540  0.3743247
 j4466.249  5.2992320  0.7923268
 j4467.302  4.6322732  0.2567549
 j4468.222  4.8728342  0.4345798
 j4469.258  4.9939332  0.5117224
 j4470.243  4.6196008  0.6380695
 j4471.271  3.8307610  0.1813136
 j4472.198  4.3917542  0.6321115
 j4473.244  3.5681210  0.2551137
 j4474.438  3.0308580  0.3948743
 j4475.249  2.8356111  0.2798491
 j4477.269  2.3728290  0.2659538
 j4478.244  2.0580721  0.0892947
 j4479.232  2.2150559  0.1811170
 j4480.210  2.8909979  1.0434750
 j4481.237  2.3786240  0.4523689
 j4482.216  2.6505899  0.7473807
 j4483.257  2.3416660  0.7724419
 j4484.266  3.1167610  1.0337150
 j4485.425  3.0702970  1.2271550
 j4486.279  3.4865100  0.9286665
 j4487.286  3.4763520  0.8087249
 j4488.273  4.4844699  1.5684921
 j4489.262  4.2849908  0.7275420
 j4490.240  3.5531590  0.3432190
 j4491.224  3.8170569  0.3249000
 j4492.269  3.9159040  0.3752773
 j4493.200  3.5524940  0.2784062
 j4494.270  3.3782599  0.1197225
 j4495.231  3.9636650  0.3356779
 j4496.269  4.4775591  0.8470196
 j4497.461  3.4787381  0.2571755
 j4503.303  1.9924650  0.1909395
 j4506.280  1.9141001  0.3691382
 j4507.280  2.4179440  0.2715904
 j4508.271  2.7119939  0.3995049
 j4509.306  2.2558780  0.2644946
 j4510.266  3.0500131  0.1327974
 j4511.248  3.1012909  0.1867912
 j4512.250  3.9108751  0.2935064
 j4514.276  4.0706682  0.2448617
 j4515.438  4.0718832  0.2945715
 j4516.508  3.2198601  0.3026794
 j4517.271  3.4178419  0.0363098
 j4518.199  3.4970760  0.0573281
 j4519.220  3.7187970  0.3161539
 j4520.396  3.3823891  0.5174669
 j4521.303  3.7051189  0.9188368
 j4522.277  3.7336500  0.6859993
 j4523.281  3.2695141  0.2411572
 j4524.271  3.7704921  0.4262774
 j4525.303  4.4100599  1.0561070
 j4526.297  3.5036571  0.5128710
 j4530.491  3.3557501  0.4285951
 j4531.300  3.2494011  0.5610119
 j4532.242  2.8347771  0.5485059
 j4533.249  3.2019219  0.4579923
 j4534.281  3.0746989  0.4298785
 j4536.244  3.3667870  0.3799644
 j4537.270  3.3248880  0.2459724
 j4540.479  2.7562871  0.2333924
 j4541.228  3.1106400  0.0798893
 j4542.284  3.5817101  0.1404338
 j4543.266  3.9505301  0.3358179
 j4545.265  4.0770059  0.7142879
 j4546.269  4.2717919  0.9967841
 j4547.431  3.6316290  0.7976505
 j4548.300  4.4676628  1.6785370
 j4549.257  4.5912461  0.9823152
 j4550.466  4.5852070  1.6888959
 j4551.279  4.5594320  1.2341970
 j4552.263  4.3396020  1.1812360
 j4553.251  4.3071232  1.0143820
 j4554.260  4.1346149  1.6901630
 j4557.222  3.5117099  0.7798381
 j4558.244  3.4096990  0.9805325
 j4559.234  2.9892190  0.4853011
 j4560.249  2.8004260  0.2949994
 j4562.306  3.0772271  0.3031997
 j4563.269  2.9205959  0.3767048
 j4564.267  2.7952330  0.4520099
 j4565.271  3.4067750  0.2581735
 j4566.271  3.1850381  0.1484306
 j4567.300  3.2682979  0.2980208
 j4568.252  2.7116270  0.0802070
 j4570.321  2.9029839  0.2734005
 j4575.461  4.2424040  0.7178199
 j4576.297  4.1713042  0.3490708
 j4577.420  4.5565009  0.5659117
 j4582.459  2.5727899  0.0805289
 j4583.271  2.8024709  0.1343044
 j4584.286  3.2581251  0.1010931
 j4585.282  3.7672100  0.2778834
 j4588.283  4.2783670  0.6251061
 j4589.296  4.7890158  0.7780561
 j4590.271  4.9592781  1.0111350
 j4591.417  4.5353689  0.4904868
 j4592.271  3.7730310  0.2788246
 j4593.270  4.4509559  0.5650468
 j4596.291  3.9774301  1.0626070
 j4597.266  4.0868859  1.0470810
 j4598.251  3.2962730  0.3396030
 j4599.266  4.3109231  0.6844661
 j4600.286  4.3476758  0.7904190
 j4602.295  5.0910282  0.7084755
 j4603.212  4.7424221  0.2741072
 j4604.281  5.1943612  0.3912813
 j4605.261  5.7668080  0.6216817
 j4606.246  5.0428529  0.3165870
 j4607.249  4.0647488  0.2637292
 j4608.435  3.6291609  0.2536613
 j4609.439  3.3933721  0.2987745
 j4610.255  3.3717380  0.1836233
 j4611.252  3.0596490  0.0665562
 j4612.249  2.8937869  0.1024756
 j4613.263  3.3842380  0.2599535
 j4614.277  3.5580029  0.3308475
 j4615.279  3.5508020  0.7211006
 j4619.275  3.8736961  0.0701683
 j4620.288  3.6639750  0.4316502
 j4623.249  3.1945820  0.2360575
 j4624.309  2.5928290  0.0194653
 j4625.273  3.0632761  0.0782767
 j4629.249  3.7291830  0.0711300
 j4630.325  4.2068639  0.3360561
 j4637.457  4.2822270  0.5059630
 j4638.291  3.3167291  0.3220221
 j4639.310  3.4710460  0.1829307
 j4640.261  4.0381589  0.3129599
 j4641.293  4.3995018  0.3504205
 j4643.428  3.2816629  0.5548266
 j4646.302  2.7767100  0.0672260
 j4650.477  2.8844690  0.8378634
 j4652.297  2.8780570  0.6647546
 j4653.262  2.9149921  0.2530262
 j4654.272  3.2802441  0.2610706
 j4655.210  2.8623140  0.0785999
 j4656.300  3.7804229  0.7381940
 j4657.304  3.0761809  0.4373435
 j4658.249  2.9311609  0.3681204
 j4659.274  2.7378850  0.7227066
 j4663.281  3.7841790  0.9599159
 j4673.289  4.2591548  0.9422538
 j4674.256  4.3115811  0.7588701
 j4675.280  3.9027131  0.7493885
 j4676.274  3.6509631  0.2171937
 j4679.233  3.6985500  0.3377167
 j4680.242  3.8242509  0.6296195
 j4681.264  2.6990399  0.1450386
 j4682.266  3.3094809  0.3662698
 j4687.271  3.9204061  0.9441357
 j4688.255  3.9508030  0.9182531
 j4689.247  3.5660479  0.6929337
 j4693.399  4.2608919  0.4392915
 j4695.323  4.6007252  0.5410856
 j4696.234  5.1948318  0.4605628
 j4698.240  6.9090290  1.3973020
 j4699.223  5.4517570  0.7389632
 j4700.227  5.1159739  0.4841685
 j4701.250  5.5044780  1.0722660
 j4702.453  4.9685750  1.3090910
 j4703.281  5.1941800  1.7602010
 j4704.253  5.1152391  1.0703681
 j4705.268  5.0673881  1.6422390
 j4706.263  5.2610021  1.6181570
 j4707.450  4.4108629  1.2319170
 j4708.294  4.0794120  1.1373560
 j4709.211  4.2469950  1.1494100
 j4710.261  4.9201150  2.0046899
 j4711.297  4.0917578  1.0088980
 j4712.284  5.5032892  1.4181280
 j4716.241  3.7297699  0.7393401
 j4717.237  3.4565780  0.5600739
 j4719.208  3.1887779  0.5203869
 j4720.200  3.9341719  0.7162678
 j4722.239  3.9394460  0.4692547
 j4724.234  5.0030651  0.8071475
 j4725.229  4.2695608  0.5192895
 j4726.242  6.1136570  1.2973840
 j4728.268  4.7073989  0.6731118
 j4729.299  5.7226558  0.9790864
 j4731.267  5.9854932  1.5510290
 j4732.273  5.6422830  2.0124180
 j4733.462  5.4943280  1.2846440
 j4734.196  4.9130201  1.0809259
 j4735.221  4.4912400  0.8967102
 j4736.425  3.1758239  0.6575152
 j4737.267  3.3601949  0.8244668
 j4738.237  3.2874229  0.7384944
 j4739.274  3.2898791  0.8574010
 j4742.283  3.1830120  0.3068751
 j4746.217  3.0594180  0.5266163
 j4747.440  2.3459239  0.2552139
 j4748.206  2.8019290  0.4061678
 j4749.260  2.3675790  0.1654152
 j4753.288  3.0234301  0.2697242
 j4754.248  3.7189839  0.4828083
 j4755.189  3.5623901  0.2582824
 j4756.211  2.5153351  0.1004701
 j4757.227  2.7686520  0.0962286
 j4758.426  3.3322620  0.2360568
 j4759.388  2.5709770  0.1451334
 j4760.193  2.2733891  0.0279923
 j4761.471  2.3640499  0.0268168
 j4762.188  1.8478950  0.0000000
 j4763.237  2.6769810  0.1489812
 j4764.225  2.9572649  0.2272175
 j4765.207  2.5164380  0.1569292
 j4766.198  2.9706221  0.3407186
 j4767.207  3.2730310  0.4871744
 j4768.171  2.3464749  0.0912766
 j4769.204  3.0337920  0.3431588
 j4770.237  2.9244170  0.5107627
 j4771.212  2.8335459  0.5533798
 j4772.215  3.4585190  0.8575060
 j4773.234  3.7601459  0.9277474
 j4774.203  2.5678830  0.3145166
 j4775.192  2.6544850  0.2120564
 j4776.168  2.5294890  0.2407692
 j4778.267  2.3051469  0.2637937
 j4779.248  2.3756969  0.3088856
 j4780.298  2.1352260  0.2733529
 j4781.202  2.5923290  0.2707852
 j4782.165  2.6770921  0.1861429
 j4783.166  2.5453081  0.3033313
 j4784.182  2.4415131  0.4732845
 j4785.166  2.2097931  0.1409276
 j4786.252  2.5767341  0.7415842
 j4787.272  2.6854539  0.7796648
 j4788.192  2.6527190  0.4309645
 j4789.241  2.4799199  0.5351835
 j4790.269  2.5387509  0.3950166
 j4792.266  1.6857470  0.0095184
 j4793.172  1.7680070  0.0046729
 j4794.242  1.7044470  0.0000000
 j4795.244  2.1235230  0.0974315
 j4796.292  2.4859090  0.3165337
 j4797.206  2.7450919  0.4278455
 j4798.239  3.4252231  0.6122267
 j4799.255  3.9000640  0.7567229
 j4802.291  3.4277990  0.6877517
 j4803.241  3.3644490  0.6424056
 j4804.249  3.6757820  0.6537257
 j4805.248  4.4251752  1.3711910
 j4806.250  2.4654329  0.7219439
 j4807.476  2.8384509  0.9093509
 j4808.215  2.6473730  0.9892802
 j4811.451  4.3604450  2.5212970
 j4812.178  3.8890569  1.2488919
 j4813.210  3.7094891  1.1128740
 j4814.169  4.1935372  1.5226279
 j4816.305  3.0919850  0.6818635
 j4817.280  3.5463719  1.0954750
 j4818.242  3.0027399  0.7590272
 j4819.185  2.4792709  0.4293997
 j4821.229  1.8140490  0.4348099
 j4822.438  2.4984570  0.8069656
 j4823.237  3.2012429  0.9998485
 j4824.254  3.6501310  1.2192440
 j4825.200  2.9312229  0.9365293
 j4826.267  4.8915701  1.7004350
 j4827.237  3.6308529  0.9582249
 j4828.248  3.8043931  0.9269773
 j4829.208  3.4525299  0.6917533
 j4830.201  3.5772941  0.6968007
