time,LymanAlpha,type
2012109,4.45,7
2012110,4.50,7
2012111,4.56,7
2012112,4.55,7
2012113,4.54,7
2012114,4.43,7
2012115,4.40,7
2012116,4.38,7
2012117,4.36,7
2012118,4.35,7
2012119,4.31,7
2012120,4.28,7
2012121,4.23,7
2012122,4.22,7
2012123,4.18,7
2012124,4.22,7
2012125,4.22,7
2012126,4.24,7
2012127,4.18,7
2012128,4.20,7
2012129,4.23,7
2012130,4.24,7
2012131,4.26,7
2012132,4.32,7
2012133,4.15,6
2012134,4.10,6
2012135,4.12,6
2012136,4.54,7
2012137,4.58,7
2012138,4.57,7
2012139,4.56,7
2012140,4.55,7
2012141,4.57,7
2012142,4.49,7
2012143,4.44,7
2012144,4.40,7
2012145,4.32,7
2012146,4.32,7
2012147,4.29,7
2012148,4.30,7
2012149,4.30,7
2012150,4.25,7
2012151,4.24,7
2012152,4.25,7
2012153,4.30,7
2012154,4.42,7
2012155,4.50,7
2012156,4.50,7
2012157,4.52,7
2012158,4.54,7
2012159,4.54,7
2012160,4.54,7
2012161,4.57,7
2012162,4.59,7
2012163,4.61,7
2012164,4.62,7
2012165,4.52,7
2012166,4.48,7
2012167,4.48,7
2012168,4.41,7
2012169,4.36,7
2012170,4.23,7
2012171,4.17,7
2012172,4.05,7
2012173,4.00,7
2012174,4.00,7
2012175,3.99,7
2012176,3.98,7
2012177,3.98,7
2012178,4.02,7
2012179,4.11,7
2012180,4.21,7
2012181,4.35,7
2012182,4.38,7
2012183,4.40,7
2012184,4.41,7
2012185,4.39,7
2012186,4.42,7
2012187,4.39,7
2012188,4.49,7
2012189,4.49,7
2012190,4.54,7
2012191,4.59,7
2012192,4.55,7
2012193,4.56,7
2012194,4.55,7
2012195,4.51,7
2012196,4.45,7
2012197,4.36,7
2012198,4.28,7
2012199,4.15,7
2012200,4.01,7
2012201,3.93,7
2012202,3.93,7
2012203,3.94,7
2012204,3.88,7
2012205,3.97,7
2012206,4.03,7
2012207,4.14,7
2012208,4.27,7
2012209,4.38,7
2012210,4.40,7
2012211,4.29,6
2012212,4.30,6
2012213,4.46,7
2012214,4.50,7
2012215,4.57,7
2012216,4.60,7
2012217,4.65,7
2012218,4.63,7
2012219,4.56,7
2012220,4.55,7
2012221,4.52,7
2012222,4.55,7
2012223,4.49,7
2012224,4.42,7
2012225,4.29,7
2012226,4.20,7
2012227,4.11,7
2012228,4.03,7
2012229,4.02,7
2012230,3.95,7
2012231,3.93,7
2012232,3.99,7
2012233,4.02,7
2012234,4.09,7
2012235,4.14,7
2012236,4.23,7
2012237,4.28,7
2012238,4.33,7
2012239,4.40,7
2012240,4.44,7
2012241,4.43,7
2012242,4.22,6
2012243,4.58,7
2012244,4.68,7
2012245,4.72,7
2012246,4.71,7
2012247,4.70,7
2012248,4.67,7
2012249,4.63,7
2012250,4.58,7
2012251,4.48,7
2012252,4.37,7
2012253,4.27,7
2012254,4.19,7
2012255,4.06,7
2012256,4.04,7
2012257,4.01,7
2012258,3.99,7
2012259,4.00,7
2012260,4.03,7
2012261,4.04,7
2012262,4.09,7
2012263,4.20,7
2012264,4.32,7
2012265,4.41,7
2012266,4.55,7
2012267,4.60,7
2012268,4.69,7
2012269,4.77,7
2012270,4.84,7
2012271,4.85,7
2012272,4.83,7
2012273,4.73,7
2012274,4.63,7
2012275,4.54,7
2012276,4.45,7
2012277,4.32,7
2012278,4.25,7
2012279,4.19,7
2012280,4.07,7
2012281,3.58,6
2012282,3.92,7
2012283,3.96,7
2012284,4.00,7
2012285,4.01,7
2012286,4.07,7
2012287,4.08,7
2012288,4.24,7
2012289,4.33,7
2012290,4.51,7
2012291,4.59,7
2012292,4.71,7
2012293,4.79,7
2012294,4.83,7
2012295,4.84,7
2012296,4.78,7
2012297,4.80,7
2012298,4.77,7
2012299,4.66,7
2012300,4.29,6
2012301,4.51,7
2012302,4.37,7
2012303,4.28,7
2012304,4.28,7
2012305,3.95,6
2012306,3.88,6
2012307,3.81,6
2012308,3.78,6
2012309,3.76,6
2012310,3.79,6
2012311,3.73,6
2012312,3.79,6
2012313,3.90,6
2012314,3.91,6
2012315,4.05,6
2012316,4.02,6
2012317,4.23,6
2012318,4.22,6
2012319,4.15,6
2012320,4.55,6
2012321,4.52,6
2012322,4.53,6
2012323,4.52,6
2012324,4.42,6
2012325,4.40,6
2012326,4.31,6
2012327,4.23,6
2012328,4.12,6
2012329,4.00,6
2012330,3.94,6
2012331,3.94,6
2012332,3.85,6
2012333,3.81,6
2012334,3.86,6
2012335,3.77,6
2012336,3.79,6
2012337,3.70,6
2012338,3.76,6
2012339,3.77,6
2012340,3.79,6
2012341,3.83,6
2012342,3.80,6
2012343,3.82,6
2012344,3.87,6
2012345,3.92,6
2012346,3.99,6
2012347,4.38,7
2012348,4.41,7
2012349,4.47,7
2012350,4.46,7
2012351,4.44,7
2012352,4.42,7
2012353,4.37,7
2012354,4.31,7
2012355,4.29,7
2012356,4.28,7
2012357,4.23,7
2012358,4.23,7
2012359,4.15,7
2012360,4.12,7
2012361,4.17,7
2012362,4.14,7
2012363,4.15,7
2012364,4.13,7
2012365,4.13,7
2012366,3.94,6
2013001,4.25,7
2013002,4.30,7
2013003,4.40,7
2013004,4.45,7
2013005,4.46,7
2013006,4.46,7
2013007,4.42,7
2013008,4.53,7
2013009,4.60,7
2013010,4.72,7
2013011,4.70,7
2013012,4.70,7
2013013,4.65,7
2013014,4.63,7
2013015,4.53,7
2013016,4.50,7
2013017,4.43,7
2013018,4.34,7
2013019,4.23,7
2013020,4.14,7
2013021,4.13,7
2013022,4.14,7
2013023,4.17,7
2013024,4.11,7
2013025,4.14,7
2013026,4.17,7
2013027,4.17,7
2013028,4.18,7
2013029,4.15,7
2013030,4.16,7
2013031,4.12,7
2013032,4.08,7
2013033,4.10,7
2013034,4.10,7
2013035,4.16,7
2013036,4.21,7
2013037,4.26,7
2013038,4.32,7
2013039,4.35,7
2013040,4.35,7
2013041,4.31,7
2013042,4.34,7
2013043,4.28,7
2013044,4.27,7
2013045,4.21,7
2013046,4.13,7
2013047,4.11,7
2013048,4.16,7
2013049,4.13,7
2013050,4.22,7
2013051,4.16,7
2013052,4.15,7
2013053,4.08,7
2013054,4.03,7
2013055,4.02,7
2013056,4.02,7
2013057,4.04,7
2013058,4.02,7
2013059,4.01,7
2013060,4.02,7
2013061,4.04,7
2013062,4.19,7
2013063,4.27,7
2013064,4.39,7
2013065,4.44,7
2013066,4.19,6
2013067,4.45,7
2013068,4.44,7
2013069,4.46,7
2013070,4.47,7
2013071,4.49,7
2013072,4.48,7
2013073,4.38,7
2013074,4.35,7
2013075,4.32,7
2013076,3.98,6
2013077,3.87,6
2013078,4.16,7
2013079,4.12,7
2013080,4.09,7
2013081,4.04,7
2013082,4.02,7
2013083,4.01,7
2013084,4.02,7
2013085,4.03,7
2013086,4.01,7
2013087,4.05,7
2013088,4.11,7
2013089,4.17,7
2013090,4.21,7
2013091,4.38,7
2013092,4.43,7
2013093,4.44,7
2013094,4.49,7
2013095,4.55,7
2013096,4.58,7
2013097,4.65,7
2013098,4.67,7
2013099,4.69,7
2013100,4.67,7
2013101,4.58,7
2013102,4.53,7
2013103,4.43,7
2013104,4.37,7
2013105,4.28,7
2013106,4.22,7
2013107,4.17,7
2013108,4.02,7
2013109,3.99,7
2013110,4.01,7
2013111,4.04,7
2013112,4.04,7
2013113,4.07,7
2013114,4.11,7
2013115,4.18,7
2013116,4.24,7
2013117,4.36,7
2013118,4.14,6
2013119,4.59,7
2013120,4.66,7
2013121,4.72,7
2013122,4.69,7
2013123,4.70,7
2013124,4.68,7
2013125,4.66,7
2013126,4.60,7
2013127,4.54,7
2013128,4.46,7
2013129,4.40,7
2013130,4.35,7
2013131,4.32,7
2013132,4.39,7
2013133,4.41,7
2013134,4.47,7
2013135,4.52,7
2013136,4.57,7
2013137,4.58,7
2013138,4.53,7
2013139,4.46,7
2013140,4.41,7
2013141,4.40,7
2013142,4.41,7
2013143,4.41,7
2013144,4.39,7
2013145,4.47,7
2013146,4.48,7
2013147,4.48,7
2013148,4.54,7
2013149,4.55,7
2013150,4.53,7
2013151,4.49,7
2013152,4.44,7
2013153,4.40,7
2013154,4.35,7
2013155,4.32,7
2013156,4.33,7
2013157,4.27,7
2013158,4.27,7
2013159,4.27,7
2013160,4.21,7
2013161,4.25,7
2013162,4.23,7
2013163,4.22,7
2013164,4.22,7
2013165,3.97,6
2013166,4.25,7
2013167,4.33,7
2013168,4.39,7
2013169,4.39,7
2013170,4.40,7
2013171,4.44,7
2013172,4.45,7
2013173,4.48,7
2013174,4.56,7
2013175,4.53,7
2013176,4.42,7
2013177,4.34,7
2013178,4.31,7
2013179,4.27,7
2013180,4.26,7
2013181,4.23,7
2013182,4.21,7
2013183,4.22,7
2013184,3.97,6
2013185,4.28,7
2013186,4.34,7
2013187,4.36,7
2013188,4.39,7
2013189,4.08,6
2013190,4.29,7
2013191,4.27,7
2013192,4.33,7
2013193,4.36,7
2013194,4.34,7
2013195,4.36,7
2013196,4.38,7
2013197,4.15,6
2013198,4.13,6
2013199,4.21,6
2013200,4.17,6
2013201,4.14,6
2013202,4.30,6
2013203,4.18,6
2013204,4.13,6
2013205,4.22,6
2013206,4.05,6
2013207,4.02,6
2013208,3.90,6
2013209,3.90,6
2013210,3.92,6
2013211,3.92,6
2013212,3.89,6
2013213,4.05,6
2013214,4.01,6
2013215,3.95,6
2013216,3.87,6
2013217,3.74,6
2013218,3.76,6
2013219,3.70,6
2013220,3.73,6
2013221,3.69,6
2013222,3.59,6
2013223,3.75,6
2013224,3.62,6
2013225,3.77,6
2013226,3.77,6
2013227,3.92,6
2013228,3.92,6
2013229,4.00,6
2013230,3.96,6
2013231,4.12,6
2013232,4.24,6
2013233,4.11,6
2013234,4.22,6
2013235,4.22,6
2013236,4.06,6
2013237,3.92,6
2013238,3.97,6
2013239,4.00,6
2013240,3.94,6
2013241,4.04,6
2013242,4.01,6
2013243,4.04,6
2013244,3.99,6
2013245,4.03,6
2013246,3.99,6
2013247,4.07,6
2013248,3.94,6
2013249,3.94,6
2013250,3.62,6
2013251,3.80,6
2013252,3.87,6
2013253,3.94,6
2013254,3.77,6
2013255,3.99,6
2013256,3.96,6
2013257,3.92,6
2013258,3.91,6
2013259,3.90,6
2013260,3.78,6
2013261,3.84,6
2013262,3.85,6
2013263,3.81,6
2013264,3.96,6
2013265,4.01,6
2013266,4.04,6
2013267,4.23,6
2013268,4.26,6
2013269,4.15,6
2013270,4.04,6
2013271,3.99,6
2013272,3.92,6
2013273,3.89,6
2013274,3.82,6
2013275,3.78,6
2013276,3.84,6
2013277,3.74,6
2013278,3.71,6
2013279,3.77,6
2013280,3.72,6
2013281,3.81,6
2013282,3.84,6
2013283,3.87,6
2013284,3.96,6
2013285,3.95,6
2013286,3.94,6
2013287,3.84,6
2013288,3.87,6
2013289,3.89,6
2013290,3.77,6
2013291,3.73,6
2013292,3.73,6
2013293,3.87,6
2013294,3.98,6
2013295,4.18,6
2013296,4.21,6
2013297,4.31,6
2013298,4.26,6
2013299,4.22,6
2013300,4.19,6
2013301,4.26,6
2013302,4.14,6
2013303,4.12,6
2013304,4.13,6
2013305,4.13,6
2013306,4.25,6
2013307,4.22,6
2013308,4.22,6
2013309,4.36,6
2013310,4.30,6
2013311,4.21,6
2013312,4.20,6
2013313,4.25,6
2013314,4.00,6
2013315,4.15,6
2013316,4.19,6
2013317,4.14,6
2013318,4.23,6
2013319,4.30,6
2013320,4.34,6
2013321,4.44,6
2013322,4.29,6
2013323,4.34,6
2013324,4.19,6
2013325,4.05,6
2013326,4.01,6
2013327,3.97,6
2013328,3.94,6
2013329,3.83,6
2013330,3.72,6
2013331,3.86,6
2013332,3.81,6
2013333,3.89,6
2013334,3.91,6
2013335,3.96,6
2013336,4.02,6
2013337,3.99,6
2013338,3.97,6
2013339,3.94,6
2013340,4.02,6
2013341,3.99,6
2013342,4.01,6
2013343,4.15,6
2013344,4.23,6
2013345,4.30,6
2013346,4.38,6
2013347,4.38,6
2013348,4.46,6
2013349,4.44,6
2013350,4.46,6
2013351,4.37,6
2013352,4.30,6
2013353,4.11,6
2013354,4.07,6
2013355,3.95,6
2013356,3.84,6
2013357,3.88,6
2013358,3.88,6
2013359,3.77,6
2013360,3.93,6
2013361,3.97,6
2013362,3.89,6
2013363,3.94,6
2013364,3.99,6
2013365,3.90,6
